UAV ID,Ture ID,Predict ID,Distance
1109,294,293,3.010535783904731
1110,294,294,6.028693994102142
1111,295,294,2.090284212267635
1112,295,294,0.6156280855329792
1113,295,294,1.5429136910189438
1114,295,295,2.676520177314732
1115,296,295,1.186261170275864
1116,296,295,2.1428151332657857
1117,296,295,2.658080817878441
1118,297,296,2.1321363845714663
1119,297,296,2.4364277454402554
1120,297,297,4.246854096656925
1121,297,297,2.7811443332413064
1122,298,297,3.9271560315293352
1123,298,298,0.7580920066815122
1124,298,299,3.3926689090541395
1125,299,298,3.913340479476812
1126,299,298,0.9855938471849178
1127,299,298,2.5494339460917614
1128,299,298,5.56775845638106
1129,300,299,5.013755617479807
1130,300,299,1.1721135472849722
1131,300,300,5.568300354935232
1132,301,299,7.742939831274195
1133,301,301,5.164843147574937
1134,301,301,6.514461731133023
1135,301,300,2.1128379269518387
1136,302,303,2.0334980347233937
1137,302,302,2.5461910978210343
1138,302,302,3.305808554453899
1139,303,302,6.446827542953865
1140,303,303,0.4353645100220266
1141,303,303,6.319289273642544
1142,303,302,5.585544739537618
1143,304,303,1.975532777161059
1144,304,303,5.914473573555052
1145,304,303,5.124745747196103
1146,305,304,5.5798612077775385
1147,305,304,5.5898778770121105
1148,305,305,6.797960510598982
1149,305,306,6.566945273774634
1150,306,306,4.474000801600912
1151,306,306,5.609140347611805
1152,306,306,4.231147014124288
1153,307,306,2.382717497304117
1154,307,307,6.795548141648921
1155,307,307,6.053749785277094
1156,307,307,3.2611178056544468
1157,308,307,4.225792766478833
1158,308,308,5.63815171038327
1159,308,308,3.2906897023811794
1160,309,308,1.767056593696768
1161,309,308,3.2418010530552324
1162,309,309,4.199085934556834
1163,309,309,2.2542533363476718
1164,310,309,3.339042612174669
1165,310,310,4.544620025723307
1166,310,310,2.396456123106243
1167,311,310,3.281767800217795
1168,311,310,6.99517624109966
1169,311,311,4.161563116622201
1170,311,311,2.7834967311957035
1171,312,311,4.280468665933408
1172,312,312,5.7815334396577915
1173,312,312,6.23050020996211
1174,313,312,7.331177393055447
1175,313,313,5.975239250113646
1176,313,313,4.795605033005277
1177,313,313,4.116403265048308
1178,314,313,5.050322903159263
1179,314,314,4.802185089363107
1180,314,314,5.955651245304964
1181,315,314,6.570747329950618
1182,315,314,6.517816069721798
1183,315,315,6.682559366441528
1184,315,315,4.720154434502981
1185,316,315,7.169518122616071
1186,316,316,5.236589186258371
1187,316,316,9.79263327242361
1188,317,316,7.377622675997043
1189,317,317,6.833953444246037
1190,317,317,6.835413324320558
1191,317,317,5.817075733292292
1192,318,318,7.909552453744325
1193,318,318,6.713241363297386
1194,318,318,8.680837336364629
1195,319,318,8.459022366386792
1196,319,319,6.4313676360333005
1197,319,319,5.825414077148485
1198,319,319,8.017466489257009
1199,320,320,7.081181906737867
1200,320,319,8.921792782177219
1201,320,320,6.580415365294148
1202,321,320,6.629627116461376
1203,321,320,7.446522091471133
1204,321,321,8.079810639203746
1205,321,321,6.832252996008265
1206,322,321,4.191769971118882
1207,322,321,6.7012630531387956
1208,322,322,3.741530389852339
1209,323,322,5.513571931525719
1210,323,322,6.153792001663586
1211,323,323,6.18389079533926
1212,323,323,3.4465696092149942
1213,324,324,5.592227343994283
1214,324,324,5.312494871302716
1215,324,324,5.285900886455108
1216,325,325,4.959357078486589
1217,325,324,3.4698233243343046
1218,325,325,7.485792337076137
1219,325,326,6.753148273028556
1220,326,326,2.9514075053967437
1221,326,326,4.00349282182984
1222,326,326,2.0969933118465964
1223,327,327,3.8324150387673286
1224,327,327,2.0851322544232413
1225,327,327,2.0746776364269306
1226,327,328,4.33770084567785
1227,328,328,3.330995906430651
1228,328,328,0.8506710129563957
1229,328,328,3.629494564860773
1230,329,329,4.017661841886643
1231,329,329,1.019511426838223
1232,329,329,1.7083423398273418
1233,329,329,3.188533203861823
1234,330,330,1.9366651924760725
1235,330,330,4.501931520733951
1236,330,331,2.7139984186660695
1237,331,331,2.1941992486379225
1238,331,331,2.9498033451397916
1239,331,332,4.522478274895418
1240,331,332,2.3879126055941544
1241,332,332,4.180844975793937
1242,332,332,5.927214192280159
1243,332,333,4.36536885202143
1244,333,333,3.5858697925423804
1245,333,334,4.880420549390437
1246,333,334,1.9771377024900372
1247,333,334,4.364206154799904
1248,334,334,4.155910870831764
1249,334,335,3.4484659717600405
1250,334,335,4.530181591965854
1251,335,336,5.192525721082488
1252,335,336,3.843645603288194
1253,335,336,2.9489117082417997
1254,335,336,5.844443110573578
1255,336,337,4.11589617292139
1256,336,337,4.340144130758482
1257,336,337,4.19391577309792
1258,337,338,5.03465771043392
1259,337,338,4.257228518277881
1260,337,338,5.160739933216336
1261,337,338,5.652690865135556
1262,338,339,4.294550520680576
1263,338,339,4.1965971517464675
1264,338,339,4.402202399070699
1265,339,340,5.726281902842249
1266,339,340,4.22417664276403
1267,339,340,4.674759861230345
1268,339,340,4.705799525553541
1269,340,341,5.368504670547496
1270,340,341,4.934695457641549
1271,340,341,5.58456618586419
1272,341,342,5.906097530242564
1273,341,342,4.356139344499949
1274,341,342,5.734811510365555
1275,341,342,5.734993687401954
1276,342,343,5.411099808228607
1277,342,343,5.278425187159444
1278,342,343,6.683307476868927
1279,343,344,7.571430000441574
1280,343,344,5.6700028545486685
1281,343,344,5.5790727811133065
1282,343,344,4.861495921703553
1283,344,345,7.980000747217859
1284,344,345,6.951018044717042
1285,344,345,8.153353250235742
1286,345,346,7.848293263932957
1287,345,346,6.79809059921021
1288,345,346,7.3104916919580525
1289,345,346,8.39117350152976
1290,346,346,7.446009922376844
1291,346,347,8.982079467252495
1292,346,347,8.254561065702099
1293,347,347,9.557643006258129
1294,347,348,9.199132079755897
